,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Tier1_SNR,Tier1 Transit S/N,Tier2_SNR,Tier2 Transit S/N,Tier3_SNR,Tier3 Transit S/N,cumulative transit [days],N cumulative transit [days]
60,96,96,WASP-15 b,WASP-15 b,1.0,4.839059665,9.480944786,1.0,2.398094274,4.739708111,Eclipse,1,2,5,0,0,0,1.18,-0.93,0.93,6300.0,-100.0,100.0,1.48,-0.38,0.38,282.091,-3.294,3.371,4.35,-0.15,0.15,Gaia DR2 6171009049549197824,9.713,9.956,9.693,10.972,10.797,9.645001,0,-0.17,,,[Fe/H],2.4,-0.7,0.6,F7,208.9280111,-32.1597118,15.80466283,4.035233063,-4.035233063,1.41,0.36,-0.36,172.2629964,17.16273396,-16.84490555,0.542,0.054,-0.053,0,1,63.5,3.7521,273.5857796,-1e-05,1e-05,1599.270875,7470934325.0,0.049972805,0.3,2.3,13748.56223,0.525,1,85.96,-0.35,0.35,0.0,,,0,240.0,-200.0,79.0,4584.69819,0.00021,-0.0002,0,4586.57424,0.0,0.97,0.012,-0.012,1,2009,Ariel,85.28460351,7.031656883,4.746278214,18.49049549,13.09206801,4.583914856,3.312147412,3.241347732,2.34188329,26.9372618739236,138.08556453111112
61,392,392,HAT-P-26 b,HAT-P-26 b,1.0,4.631788415,9.082261902,9.717004219,80.8997027,161.1119507,Transit,1,5,9,0,0,0,1.12,-0.36,0.36,5079.0,-88.0,88.0,0.87,-0.05,0.05,141.837,-1.133,1.152,4.56,-0.06,0.06,Gaia DR2 3668036348641580288,9.685,10.08,9.581,11.757,11.4641,9.536,0,-0.04,,,[Fe/H],9.0,-4.9,3.0,K1,213.1565508,4.0594175,7.06165786,0.448359229,-0.448359229,0.63,0.04,-0.04,22.24798846,6.356568132,-6.356568132,0.07,0.02,-0.02,0,1,8.5,4.23452,1551.38381,-1.5e-05,1.5e-05,957.7581647,7958662956.0,0.053235204,0.3,2.3,9135.738268,0.303,1,88.6,-0.7,0.7,0.12,-0.06,0.06,0,46.0,-71.0,33.0,6892.59046,0.0001,-0.0001,0,6894.70772,10861.95464,0.54,0.0013,-0.0013,1,2010,Ariel,25.51096865,4.548975006,1.672120492,2.840380767,12.95935698,0.710415304,3.283956655,0.502342356,2.321963548,27.254475008229154,141.25769587416667
62,415,415,pi Men c,pi Men c,3.563479173,10.90473094,18.73405097,104.1081821,248.6651192,422.9288752,Transit,4,11,19,0,0,0,1.09,-0.04,0.04,6037.0,-45.0,45.0,1.1,-0.02,0.02,18.2702,-0.0226,0.0226,4.42,-0.03,0.03,Gaia DR2 4623036865373793408,4.424,4.869,4.241,5.65,5.5128,4.269,0,0.08,-0.03,0.03,[Fe/H],2.98,-1.3,1.4,G0 V,84.2992798,-80.4646041,2.040034493,0.044835923,-0.044835923,0.182,0.004,-0.004,4.821456928,0.839066993,-0.861314982,0.01517,0.00264,-0.00271,0,1,1.58,6.2679,1750.694062,-0.00046,0.00046,1128.309313,10243652842.0,0.068519417,0.3,2.3,10671.30851,0.59,1,87.456,-0.076,0.085,0.0,,,0,,,,8325.504,0.0012,-0.00074,0,8328.63795,0.0,0.03,,,2,2018,Ariel,17.81062696,11.81243453,0.963565465,2.283586068,12.63777516,0.568429419,3.198150321,0.401943665,2.261282852,27.625006553715266,144.96301132902778
63,19,19,KELT-20 b,KELT-20 b,1.0,4.575606261,8.934502053,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,1.76,-0.19,0.14,8720.0,-260.0,250.0,1.56,-0.06,0.06,136.426,-0.807,0.816,4.29,-0.02,0.02,Gaia DR2 2033123654092592384,7.446,7.424,7.415,7.59,7.57492,7.363,0,-0.29,-0.36,0.22,[Fe/H],0.6,,,A2 V,294.6614126,31.2192001,19.51483545,0.77341967,-0.829464574,1.741,0.069,-0.074,1074.895671,0.0,0.0,3.382,0.0,0.0,1,1,0.0,3.4741085,48.95021239,-1.9e-06,1.9e-06,2181.396627,8108946858.0,0.054240447,0.3,2.3,12753.34816,0.503,1,86.12,-0.27,0.28,0.0,,,0,,,,7503.120049,0.00019,-0.00019,0,7504.857103,0.0,1.309,0.014,-0.014,1,2017,Ariel,372.7831558,28.77879931,17.314433,89.58309045,12.43903674,22.05867579,3.141304932,15.59795073,2.221074217,28.067831142604156,149.39125721791666
64,334,334,NGTS-5 b,NGTS-5 b,1.0,8.121689253,15.93378352,6.161225349,41.66041845,79.47043992,Transit,1,8,16,1,0,1,0.66,-0.06,0.07,4987.0,-41.0,41.0,0.74,-0.01,0.01,306.779,-2.558,2.601,4.52,-0.04,0.04,Gaia DR2 1159042833731813760,11.708,12.117,11.612,13.789,13.526,11.526,0,0.12,-0.1,0.1,[Fe/H],,,,K2 V,221.0582692,5.6053735,12.73340211,0.257806557,-0.257806557,1.136,0.023,-0.023,72.78270511,11.75965104,-11.75965104,0.229,0.037,-0.037,0,1,41.0,3.3569866,1240.477996,-2.6e-06,2.6e-06,1023.459025,5715387712.0,0.038230018,0.3,2.3,7924.716334,0.658587095,1,86.6,-0.2,0.2,0.0,,,0,,,,7740.35262,0.00026,-0.00026,0,7742.031113,0.0,,,,1,2019,Ariel,52.97434874,4.576942212,3.326341626,5.784078038,12.40903655,1.44628725,3.145004295,1.022692127,2.223716691,28.34299490420138,152.14289483388887
65,155,155,KELT-6 b,KELT-6 b,1.0,5.343444265,10.41430925,1.0,5.071197054,10.03297546,Eclipse,1,5,10,0,0,0,1.42,-0.46,0.46,6102.0,-43.0,43.0,1.73,-0.12,0.12,240.726,-1.955,1.987,4.07,-0.06,0.06,Gaia DR2 1464700950221781504,9.137,9.302,9.083,10.371,10.1934,9.039,0,-0.28,,,[Fe/H],6.1,-0.2,0.2,F8,195.9818362,30.640145,14.57167495,1.008808266,-1.008808266,1.3,0.09,-0.09,140.4801557,6.038739725,-6.038739725,0.442,0.019,-0.019,0,1,41.8,7.8457,494.7065642,-0.0002,0.0002,1269.869392,12994170465.0,0.086917528,0.3,2.3,21181.33365,0.2,1,88.81,-0.85,0.85,0.22,-0.11,0.11,0,80.0,-120.0,110.0,6347.796793,0.000364,-0.000364,0,6351.719643,32898.04852,0.6,0.015,-0.015,1,2014,Ariel,48.85309682,6.745780013,2.830497163,10.93941337,12.17919592,2.71844697,3.081870538,1.922249268,2.179065569,29.078457878159714,160.23298754743055
66,382,382,TOI-674 b,TOI-674 b,1.0,5.617766081,11.20959961,7.61019646,65.8170982,132.8981755,Transit,1,6,11,0,0,0,0.42,-0.01,0.01,3514.0,-57.0,57.0,0.42,-0.01,0.01,46.0851,-0.1153,0.1159,4.81,-0.03,0.03,Gaia DR2 5400949450924312576,9.737001,10.359,9.469,14.203,13.0914,9.345,0,0.17,-0.12,0.12,[Fe/H],,,,M2 V,164.5865592,-36.8581092,5.245802982,0.168134711,-0.168134711,0.468,0.015,-0.015,23.59875919,3.29905886,-3.29905886,0.07425,0.01038,-0.01038,0,1,21.44,1.977143,1490.159062,-3e-06,3e-06,698.8670804,3454138899.0,0.023104608,0.3,2.3,4250.228591,0.624,1,87.21,-0.24,0.24,0.0,,,0,,,,8641.404552,0.000102,-0.000102,0,8642.393124,0.0,1.445627,0.021868,-0.021868,2,2021,Ariel,46.8047994,8.743823075,4.677471505,3.086657934,12.16591555,0.776959438,3.094929039,0.549368275,2.188337221,29.226035259791658,161.85633874538195
67,450,450,HD 136352 c,HD 136352 c,4.928079797,13.02493678,21.65865757,398.2640759,716.9058757,1227.065549,Transit,5,13,22,0,0,0,0.87,-0.04,0.04,5664.0,-61.0,61.0,1.06,-0.02,0.02,14.682,-0.0198,0.0199,4.39,-0.11,0.11,Gaia DR2 5902750168276592256,3.898,4.308,4.159,5.65,5.48495,,0,-0.24,-0.05,0.05,[M/H],12.3,-2.9,1.2,G4 V,230.4401147,-48.3188174,2.91433499,0.078462865,-0.078462865,0.26,0.007,-0.007,11.23841246,0.651548234,-0.629300245,0.03536,0.00205,-0.00198,0,1,2.61,27.59221,1960.39222,-0.00011,0.00011,701.0290483,25522823774.0,0.170721229,0.1,2.3,11817.0722,0.872,1,88.571,-0.045,0.042,0.0,,,0,-110.22,-75.76,74.58,8954.4099,0.00052,-0.00054,0,8968.206005,0.0,0.0638,0.0024,-0.0022,1,2019,Ariel,14.64178073,13.49156003,1.343759553,1.157940738,12.02264782,0.289869026,3.043902077,0.204949226,2.152223519,29.636350266736102,166.36980382177083
68,229,229,K2-232 b,K2-232 b,1.0,5.395886572,10.49212065,1.559101733,12.35541492,23.31557875,Transit,1,5,10,0,0,0,1.19,-0.03,0.03,6154.0,-60.0,60.0,1.16,-0.02,0.02,130.72,-0.759,0.768,4.38,-0.02,0.02,Gaia DR2 3406687485600728192,8.48,8.739,8.434,9.822,9.72626,8.38,0,0.1,-0.04,0.04,[Fe/H],1.43,-0.75,0.82,,73.7667927,18.654323,11.20898073,0.246597576,-0.224179615,1.0,0.022,-0.02,122.9995934,13.98444989,-13.34879308,0.387,0.044,-0.042,0,1,35.4,11.168454,784.4519109,-2.3e-05,2.3e-05,960.1079447,15502759397.0,0.103697387,0.3,2.3,17323.04469,0.108,1,89.14,-0.11,0.13,0.258,-0.025,0.025,0,207.0,-3.8,3.6,7825.349782,9.3e-05,-9.3e-05,0,7830.934009,13690.44825,0.7764,0.0054,-0.003,1,2018,Ariel,49.12856028,9.981770366,2.99039009,7.141906286,11.95471296,1.781173833,3.024889353,1.259477975,2.138776065,30.23784487402777,172.98624450197917
69,175,175,TOI-1296 b,TOI-1296 b,1.0,5.804886108,11.37174798,1.0,6.587492982,12.94107264,Transit,1,6,11,0,0,0,1.17,-0.14,0.14,5603.0,-47.0,47.0,1.66,-0.04,0.04,323.265,-2.797,2.845,4.05,-0.1,0.1,Gaia DR2 1650851223740149504,9.837,10.15,9.742,11.37,11.2912,9.7,0,0.44,-0.04,0.04,[Fe/H],6.9,-0.7,0.7,,256.7706392,70.2384806,13.79825528,0.347478403,-0.347478403,1.231,0.031,-0.031,94.71286517,12.39530786,-12.39530786,0.298,0.039,-0.039,0,1,34.8,3.9443715,560.055538,-5.8e-06,5.8e-06,1483.5659,7702147095.0,0.051519379,0.3,2.3,17445.80466,0.13,1,88.81,-1.0,0.82,0.055,-0.038,0.061,0,137.0,-62.0,62.0,8930.75532,0.00019,-0.00019,0,8932.727506,18805.59125,0.668412,0.004302,-0.004302,2,2021,Ariel,51.11252437,5.072204649,2.781739848,11.03586869,11.93779265,2.744679805,3.022668304,1.940809936,2.137210545,30.843601980277768,179.64957267072919
70,166,166,TOI-1259 A b,TOI-1259 A b,1.0,5.486915533,10.76886357,1.0,6.116618602,12.23857563,Transit,1,5,11,0,0,0,0.74,-0.06,0.06,4775.0,-100.0,100.0,0.71,-0.02,0.02,118.106,-0.372,0.375,4.61,-0.01,0.01,Gaia DR2 2294170838587572736,9.715,10.226,9.619,12.079,11.8104,9.535,0,-0.5,-0.5,0.5,[Fe/H],4.8,-0.8,0.7,,282.1001665,79.2564761,11.45557831,0.336269422,-0.30264248,1.022,0.03,-0.027,140.1623273,15.57359192,-14.93793511,0.441,0.049,-0.047,0,1,72.0,3.477978,531.2409643,-1.7e-06,1.9e-06,930.7022072,6079386761.0,0.040664794,0.3,2.3,8916.367142,0.065,1,89.7,-0.26,0.2,0.0,,,0,,,,8686.700531,9.7e-05,-0.000104,0,8688.43952,0.0,2.6759,0.0099,-0.01,2,2021,Ariel,100.2139182,10.89013861,6.490589206,10.36219902,11.89172521,2.594963096,3.015077433,1.834925526,2.131852988,31.153198061597212,183.05512956524308
71,251,251,WASP-174 b,WASP-174 b,1.0,6.844328306,13.43479045,1.832338398,14.23269875,27.97352012,Transit,1,7,13,0,0,0,1.24,-0.04,0.04,6399.0,-68.0,68.0,1.35,-0.02,0.02,410.149,-9.884,10.376,4.27,-0.01,0.01,Gaia DR2 6139403450370668800,10.599,10.845,10.579,11.803,11.6826,10.53,0,0.06,-0.06,0.06,[Fe/H],2.2,-0.52,0.52,F6 V,195.7940145,-41.3848617,16.10730531,0.560449037,-0.560449037,1.437,0.05,-0.05,104.8833742,28.922385,-28.922385,0.33,0.091,-0.091,0,1,36.1,4.2337005,886.8352762,-1.8e-06,1.8e-06,1477.943255,8232251493.0,0.055065227,0.3,2.3,7544.857342,0.953,1,83.78,-0.096,0.096,0.0,,,0,,,,8545.5266,0.00014,-0.00014,0,8547.64345,0.0,0.86,0.03,-0.03,1,2018,Ariel,60.92836846,4.121895841,3.195339301,8.69502956,11.86690737,2.155494682,3.001885959,1.524175372,2.122509434,31.415172274861103,185.93684591114587
72,179,179,HAT-P-65 b,HAT-P-65 b,1.0,8.515962104,16.7103178,1.0,6.830185567,13.44146351,Eclipse,1,7,13,0,0,0,1.21,-0.05,0.05,5835.0,-51.0,51.0,1.86,-0.1,0.1,738.519,-18.922,19.924,3.98,-0.04,0.04,Gaia DR2 1757302881526250496,11.604,11.892,11.528,13.121,12.9952,11.494,0,0.1,-0.08,0.08,[Fe/H],5.46,-0.61,0.61,G2,315.9054895,11.9893675,21.18497358,1.457167495,-1.457167495,1.89,0.13,-0.13,167.4955703,26.37975775,-26.37975775,0.527,0.083,-0.083,0,1,68.0,2.6054552,571.4260675,-3.1e-06,3.1e-06,1867.358306,5907660235.0,0.039516122,0.3,2.3,15853.23159,0.464,1,84.2,-1.3,1.3,0.0,,,1,,,,6409.33263,0.00046,-0.00046,0,6410.635358,0.0,,,,1,2016,Ariel,58.30406805,3.805253696,3.781019325,16.63224344,11.76055362,4.134110186,2.976884871,2.923322846,2.10483672,31.965631705069438,192.54235907364586
73,217,217,WASP-29 b,WASP-29 b,1.0,5.344053892,10.46052158,1.177401977,10.49178432,20.18624877,Transit,1,5,10,0,0,0,0.77,-0.25,0.25,4800.0,-150.0,150.0,0.79,-0.07,0.07,87.5953,-0.3095,0.3117,4.5,-0.2,0.2,Gaia DR2 6534414719318224512,8.875,9.353,8.783,11.331,10.8932,8.706,0,0.11,,,[Fe/H],14.0,-7.0,0.0,,357.8791976,-39.9071215,8.630915163,0.784628651,-0.784628651,0.77,0.07,-0.07,77.86795962,7.310053352,-6.992224945,0.245,0.023,-0.022,0,1,36.0,3.92273,728.0952668,-4e-06,4e-06,941.8157458,6675039389.0,0.044649093,0.3,2.3,9702.658755,0.14,1,88.8,-0.7,0.7,0.03,-0.04,0.04,0,,,,6347.98683,0.00014,-0.00014,0,6349.948195,0.0,1.0,0.04,-0.04,1,2010,Ariel,68.88003535,10.65813565,4.530219999,7.687359209,11.75264335,1.92478309,2.979670405,1.36103589,2.106817611,32.302529578506935,196.58513355489586
74,242,242,HAT-P-17 b,HAT-P-17 b,1.0,5.59499763,10.90980964,1.876747212,13.73483484,26.51907689,Transit,1,6,11,0,0,0,0.99,-0.15,0.15,5246.0,-80.0,80.0,0.87,-0.04,0.04,92.3831,-0.4802,0.4851,4.53,-0.02,0.02,Gaia DR2 1849786481031300608,8.619,9.017,8.544,10.375,10.2743,8.506,0,0.0,,,[Fe/H],7.8,-3.3,3.3,K,324.5359781,30.4881882,11.76942977,0.448359229,-0.448359229,1.05,0.04,-0.04,170.6738543,5.403082912,-5.403082912,0.537,0.017,-0.017,0,1,59.09,10.33852,836.0743645,-9e-06,9e-06,749.9258887,13848900431.0,0.092634785,0.3,2.3,13422.31492,0.311,1,89.2,-0.15,0.15,0.35,-0.01,0.01,0,201.0,-1.0,1.0,6569.05972,5e-05,-5e-05,0,6574.22898,10430.48702,1.5,0.022,-0.022,1,2010,Ariel,61.60347496,12.56296926,4.874039612,6.502145048,11.64797076,1.62830186,2.950837406,1.151332091,2.086425409,32.76858217989582,202.17776477156252
75,397,397,WASP-139 b,WASP-139 b,1.0,6.78331771,13.31124537,15.91511822,108.5742832,225.144363,Transit,1,7,13,0,0,0,0.92,-0.1,0.1,5310.0,-90.0,90.0,0.8,-0.04,0.04,212.472,-1.098,1.11,4.59,-0.06,0.06,Gaia DR2 4851398799032507776,10.575,10.982,10.472,12.456,12.2715,10.432,0,0.2,-0.09,0.09,[Fe/H],0.5,,,K0,49.562173,-41.3020235,8.967184585,0.560449037,-0.560449037,0.8,0.05,-0.05,37.18592357,5.403082912,-5.403082912,0.117,0.017,-0.017,0,1,14.0,5.924262,1630.08522,-4e-06,4e-06,887.1271718,9323595571.0,0.062365188,0.3,2.3,10236.83182,0.33,1,88.9,-0.5,0.5,0.0,,,0,,,,7196.7933,0.0003,-0.0003,0,7199.755431,0.0,1.07,0.03,-0.03,1,2016,Ariel,25.79776309,4.715225827,1.688552622,2.692604287,11.64481725,0.673457505,2.949743453,0.476203308,2.085651217,33.12402772920138,206.44311136322918
76,80,80,WASP-35 b,WASP-35 b,1.0,6.103654843,11.97044592,1.0,1.852829339,3.63896308,Eclipse,1,2,4,0,0,0,1.05,-0.19,0.19,5990.0,-80.0,80.0,1.08,-0.06,0.06,202.218,-1.669,1.698,4.4,-0.01,0.01,Gaia DR2 3211188618762023424,9.598,9.887,9.525,10.939,10.8531,9.482,0,-0.15,,,[Fe/H],5.0,-1.2,1.2,,76.0818912,-6.2297801,14.57167495,0.784628651,-0.784628651,1.3,0.07,-0.07,222.797713,6.038739725,-6.038739725,0.701,0.019,-0.019,0,1,92.8,3.16158,226.4700979,-2e-06,2e-06,1402.258826,6410578115.0,0.042880121,0.3,2.3,11050.70927,0.30379952,1,87.96,-0.28,0.28,0.0,,,0,,,,5932.9992,0.00015,-0.00015,0,5934.57999,0.0,1.5,0.01,-0.01,1,2011,Ariel,124.8445043,10.69862396,6.463696038,19.88403178,11.5407943,4.938530987,2.92070648,3.492103335,2.065113907,33.50773291218749,211.0475735590625
77,458,458,HD 63433 c,HD 63433 c,2.251263804,8.052683387,14.23900156,345.1857616,953.9544228,1479.176405,Transit,2,8,14,0,0,0,0.99,-0.03,0.03,5640.0,-74.0,74.0,0.91,-0.03,0.03,22.4035,-0.0225,0.0225,4.53,-0.09,0.09,Gaia DR2 875071278432954240,5.359,5.624,5.258,6.92035,6.71831,5.246,0,0.017,-0.017,0.017,[M/H],0.414,-0.023,0.023,G5IV,117.4793699,27.3631342,2.667737414,0.123298788,-0.123298788,0.238,0.011,-0.011,7.596098918,0.0,0.0,0.0239,0.0,0.0,1,0,0.0,20.5453,2067.083429,-0.0013,0.0012,698.3904838,21890282660.0,0.146423295,0.1,2.3,14543.10542,0.512,1,89.147,-0.2,0.069,0.0,,,0,,,,8844.05799,0.00084,-0.00087,0,8854.33064,0.0,0.0722,0.0038,-0.0037,2,2020,Ariel,9.982776908,10.88279871,0.857335845,0.812475049,11.47839812,0.203395851,2.906202432,0.143808972,2.054861735,34.01270185038194,217.10720081739584
78,407,407,HATS-72 b,HATS-72 b,1.0,6.108367824,11.99403945,17.99144442,152.919086,305.2052976,Transit,1,6,12,0,0,0,0.73,0.0,0.0,4656.1,-8.9,8.9,0.72,0.0,0.0,127.589,-0.609,0.614,4.59,0.0,0.0,Gaia DR2 2594869603582993792,9.907,10.424,9.764,12.324,12.0725,9.683,0,0.099,-0.014,0.014,[Fe/H],12.17,-0.45,0.24,,339.0258401,-17.0003046,8.092884088,0.033626942,-0.033626942,0.722,0.003,-0.003,39.85568219,1.239530786,-1.239530786,0.1254,0.0039,-0.0039,0,1,16.15,7.3279474,1673.071162,-1.6e-06,1.6e-06,714.4903705,9946275749.0,0.066530273,0.3,2.3,11088.70421,0.153,1,89.56,-0.05,0.07,0.0,,,1,,,,8087.64782,7.5e-05,-7.5e-05,0,8091.311794,0.0,1.401,0.000439,-0.000439,1,2020,Ariel,24.65880736,6.204685183,2.027766092,2.231272955,11.32252682,0.559574544,2.871440368,0.395657471,2.030293981,34.397726302118045,221.72749423822916
79,47,47,WASP-178 b,WASP-178 b,1.0,6.004050428,11.79428038,1.0,1.0,1.879806757,Eclipse,1,1,2,0,0,0,2.07,-0.11,0.11,9360.0,-150.0,150.0,1.67,-0.07,0.07,427.678,-10.786,11.35,4.31,-0.04,0.04,Gaia DR2 6003809889735481856,9.735,9.775,9.703,9.946,9.91226,9.67,0,0.21,-0.16,0.16,[Fe/H],0.43,-0.25,0.31,A1 IV-V,227.270329,-42.7049658,20.28825512,1.008808266,-1.008808266,1.81,0.09,-0.09,448.1380533,136.6662148,-162.0924874,1.41,0.43,-0.51,0,1,123.0,3.3448285,130.5054928,-1.2e-06,1.2e-06,2388.0138,8345851732.0,0.055825095,0.3,2.3,12472.51912,0.54,1,85.7,-0.6,0.6,0.0,,,0,,,,6927.06839,0.00047,-0.00047,0,6928.740804,0.0,1.243,0.028,-0.028,1,2019,Ariel,128.9815568,11.10090976,6.045785851,33.18525167,11.27938678,8.166782274,2.847583185,5.774842053,2.013394831,34.8307998826736,227.3574507854514
80,138,138,WASP-118 b,WASP-118 b,1.0,6.829171735,13.37974727,1.0,3.84541323,7.607596182,Eclipse,1,4,8,0,0,0,1.32,-0.04,0.04,6410.0,-125.0,125.0,1.7,-0.03,0.03,376.658,-10.58,11.199,4.1,-0.01,0.01,Gaia DR2 2562569564026683520,9.847,10.087,9.788,11.009,10.9196,9.749,0,0.16,-0.1,0.1,[Fe/H],1.17,-0.75,5.72,F6,19.5505861,2.7027847,16.14093225,0.403523306,-0.403523306,1.44,0.036,-0.036,165.2707714,57.20911319,-57.20911319,0.52,0.18,-0.18,0,1,0.0,4.0460435,430.1416307,-4.4e-06,4.4e-06,1669.164257,8155357219.0,0.054550884,0.3,2.3,17415.62689,0.16,1,88.7,-0.9,0.9,0.0,,,0,0.0,,,6787.81423,0.00062,-0.00062,0,6789.837252,0.0,0.755,0.019,-0.019,1,2016,Ariel,67.81282291,6.468073837,3.419175075,15.55623926,11.25654607,3.854611227,2.847455266,2.725648617,2.013317801,35.43550914968749,235.21867125663195
81,442,442,TOI-431 d,TOI-431 d,1.0,5.626123297,10.79802707,105.2145229,549.7228715,943.5468639,Transit,1,6,11,0,0,0,0.78,-0.07,0.07,4850.0,-75.0,75.0,0.73,-0.02,0.02,32.5686,-0.0311,0.0312,4.6,-0.06,0.06,Gaia DR2 2908664557091200768,6.846,7.305,6.723,9.12,8.79171,6.651,0,0.2,-0.05,0.05,[Fe/H],,,,,83.2692502,-26.7238698,3.295440335,0.089671846,-0.089671846,0.294,0.008,-0.008,9.900354865,1.528754636,-1.490615227,0.03115,0.00481,-0.00469,0,1,3.16,12.46103,1890.014757,-2e-05,2e-05,661.2179408,14486566858.0,0.096900113,0.1,2.3,12379.88011,0.15,1,89.7,-0.2,0.2,0.0,,,0,0.0,,,8627.5453,0.0003,-0.0003,0,8633.775815,0.0,0.209,4.5e-05,-4.5e-05,2,2021,Ariel,12.40074616,9.295226989,1.137281202,0.878915264,11.23341447,0.22030279,2.847759267,0.155760306,2.013547359,35.86536609795138,240.8068115840625
82,197,197,WASP-172 b,WASP-172 b,1.0,7.613244713,14.90971499,1.0,7.946175457,15.71958417,Transit,1,8,15,0,0,0,1.49,-0.07,0.07,6900.0,-140.0,140.0,1.91,-0.1,0.1,538.11,-14.463,15.269,4.05,-0.05,0.05,Gaia DR2 6086712585429729536,10.169,10.312,10.13,10.988,11.0099,10.081,0,-0.1,-0.08,0.08,,1.79,-0.28,0.28,F1 V,199.433742,-47.2375748,17.59809975,1.120898073,-1.120898073,1.57,0.1,-0.1,149.3793511,31.78284066,-31.78284066,0.47,0.1,-0.1,0,1,42.0,5.477433,657.3676366,-7e-06,7e-06,1687.193118,10391497049.0,0.069508341,0.3,2.3,19050.52773,0.45,1,86.7,-1.1,1.1,0.0,,,0,,,,7032.2617,0.0005,-0.0005,0,7035.000417,0.0,0.72,0.02,-0.02,1,2018,Ariel,50.99058175,4.918075173,2.3895653,11.79200513,11.13678906,2.916535013,2.815864647,2.062313778,1.990978299,36.526842755243045,249.40600812885418
83,97,97,WASP-13 b,WASP-13 b,1.0,6.445990251,12.61890419,1.0,2.463219023,4.84910193,Eclipse,1,2,5,0,0,0,0.72,-0.25,0.25,5950.0,-70.0,70.0,1.37,-0.15,0.15,227.537,-3.028,3.11,4.06,-0.1,0.1,Gaia DR2 702295464353437952,9.182,9.442,9.119,10.424,10.38,9.068,0,0.0,,,[Fe/H],5.0,-1.7,2.6,,140.1029654,33.8823291,13.67495649,1.569257302,-1.569257302,1.22,0.14,-0.14,166.8599135,11.12399423,-11.75965104,0.525,0.035,-0.037,0,1,56.89,4.35301,277.9387896,-3e-06,3e-06,1501.692582,6996302656.0,0.046798011,0.3,2.3,15062.59662,0.585030989,1,85.43,-0.29,0.29,0.0,,,0,,,,5305.62823,0.00025,-0.00025,0,5307.804735,0.0,0.84,0.016,-0.016,1,2009,Ariel,93.40615346,9.097797198,4.517706413,17.18482704,11.10799003,4.267173084,2.811307952,3.017380777,1.987762932,37.04984958232638,256.2050968809375
